,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
46,2023-03-22,2330,45681056,24168561556,524.0,533.0,524.0,533.0,16.0,56483
47,2023-03-23,2330,28614856,15307492846,528.0,539.0,528.0,538.0,5.0,35313
48,2023-03-24,2330,22963771,12348311773,536.0,539.0,535.0,539.0,1.0,24762
49,2023-03-27,2330,17170557,9148085033,533.0,536.0,531.0,531.0,-8.0,17484
50,2023-03-28,2330,18327556,9629323504,525.0,530.0,524.0,525.0,-6.0,20744
51,2023-03-29,2330,17620195,9329137251,533.0,533.0,525.0,530.0,5.0,15653
52,2023-03-30,2330,20380650,10894446851,536.0,537.0,531.0,535.0,5.0,18171
53,2023-03-31,2330,24324776,12997575231,538.0,538.0,532.0,533.0,-2.0,15962
54,2023-04-06,2330,26706549,14130223516,530.0,531.0,526.0,530.0,-3.0,19144
55,2023-04-07,2330,11114272,5903807797,535.0,535.0,529.0,531.0,1.0,10285
56,2023-04-10,2330,8203168,4350907176,533.0,533.0,528.0,529.0,-2.0,11698
57,2023-04-11,2330,23087326,12101146147,522.0,527.0,522.0,524.0,-5.0,24432
58,2023-04-12,2330,24772925,12870788209,523.0,524.0,517.0,520.0,-4.0,37158
59,2023-04-13,2330,27501436,14121978133,515.0,517.0,510.0,510.0,-10.0,64834
60,2023-04-14,2330,21174653,10936462759,516.0,520.0,513.0,516.0,6.0,19962
61,2023-04-17,2330,17895837,9264789087,519.0,520.0,514.0,520.0,4.0,17444
62,2023-04-18,2330,15687059,8097905529,518.0,520.0,514.0,515.0,-5.0,17087
63,2023-04-19,2330,23209923,11881404238,517.0,518.0,509.0,510.0,-5.0,43281
64,2023-04-20,2330,21002685,10780268259,512.0,516.0,510.0,513.0,3.0,16627
65,2023-04-21,2330,25440179,13103618008,520.0,520.0,510.0,511.0,-2.0,22738
66,2023-04-24,2330,17579661,8903570323,505.0,510.0,504.0,507.0,-4.0,31635
67,2023-04-25,2330,40916105,20495640143,504.0,505.0,498.0,498.0,-9.0,92009
68,2023-04-26,2330,33174539,16353670134,498.0,498.5,491.0,491.5,-6.5,58580
69,2023-04-27,2330,34149043,16816693302,491.0,495.0,489.0,493.5,2.0,47699
70,2023-04-28,2330,38812949,19433015577,498.5,502.0,498.0,502.0,8.5,23746
71,2023-05-02,2330,17142380,8572554842,500.0,502.0,496.5,501.0,-1.0,18247
72,2023-05-03,2330,12694698,6305914905,496.0,498.0,495.0,496.0,-5.0,25658
73,2023-05-04,2330,13699933,6818128036,497.0,499.5,496.0,498.0,2.0,14801
74,2023-05-05,2330,7898012,3949232374,500.0,502.0,498.5,500.0,2.0,10944
75,2023-05-08,2330,11737287,5932968954,509.0,509.0,502.0,504.0,4.0,13709
76,2023-05-09,2330,18762778,9530653802,507.0,510.0,505.0,510.0,6.0,17452
77,2023-05-10,2330,19385820,9753130414,508.0,508.0,500.0,503.0,-7.0,26320
78,2023-05-11,2330,13775130,6894746011,506.0,506.0,498.5,499.0,-4.0,20237
79,2023-05-12,2330,20746928,10313384387,496.0,500.0,495.0,496.0,-3.0,27989
80,2023-05-15,2330,15548031,7721867966,497.0,499.5,494.5,495.5,-0.5,16896
81,2023-05-16,2330,24052785,12131536763,503.0,508.0,500.0,505.0,9.5,22355
82,2023-05-17,2330,44352410,22870340267,508.0,521.0,506.0,519.0,14.0,52663
83,2023-05-18,2330,46107848,24437734052,533.0,536.0,526.0,530.0,11.0,50359
84,2023-05-19,2330,34742592,18476363730,535.0,535.0,529.0,532.0,2.0,39104
85,2023-05-22,2330,19037508,10100912410,532.0,533.0,529.0,531.0,-1.0,18796
86,2023-05-23,2330,20126817,10638352410,530.0,531.0,525.0,530.0,-1.0,15826
87,2023-05-24,2330,22621221,11888325332,527.0,528.0,524.0,525.0,-5.0,16339
88,2023-05-25,2330,68360924,36976525917,542.0,545.0,537.0,543.0,18.0,80930
89,2023-05-26,2330,104924623,59322536825,568.0,568.0,563.0,566.0,23.0,131612
90,2023-05-29,2330,58813792,33454887785,574.0,574.0,564.0,568.0,2.0,52250
91,2023-05-30,2330,47490594,26861389177,566.0,568.0,563.0,566.0,-2.0,32956
92,2023-05-31,2330,90675529,50573324515,560.0,562.0,551.0,558.0,-8.0,39679
93,2023-06-01,2330,25257673,13920836412,550.0,554.0,550.0,551.0,-7.0,25441
94,2023-06-02,2330,34705102,19460144774,559.0,564.0,557.0,562.0,11.0,30644
95,2023-06-05,2330,17483804,9730882750,560.0,560.0,555.0,555.0,-7.0,20211
96,2023-06-06,2330,21562088,12043550635,554.0,562.0,553.0,560.0,5.0,15551
97,2023-06-07,2330,29091913,16449319451,561.0,568.0,560.0,568.0,8.0,29548
98,2023-06-08,2330,25250687,14190442437,562.0,568.0,555.0,559.0,-9.0,27238
99,2023-06-09,2330,19776199,11160654540,561.0,566.0,561.0,565.0,6.0,16713
100,2023-06-12,2330,28656646,16431644333,574.0,574.0,571.0,574.0,9.0,38130
101,2023-06-13,2330,62671781,37077358748,593.0,594.0,589.0,593.0,19.0,84903
102,2023-06-14,2330,25981992,15311616372,590.0,591.0,587.0,590.0,-3.0,28171
103,2023-06-15,2330,29868798,17618169127,590.0,593.0,587.0,591.0,0.0,28303
104,2023-06-16,2330,41560389,24417862365,590.0,590.0,584.0,589.0,-2.0,27450
105,2023-06-19,2330,14883308,8682282040,583.0,585.0,582.0,583.0,-6.0,18979
106,2023-06-20,2330,17013418,9902274410,579.0,585.0,579.0,583.0,0.0,17658
107,2023-06-21,2330,23718735,13782152333,582.0,585.0,578.0,581.0,-2.0,25132
108,2023-06-26,2330,29870090,17192208130,576.0,578.0,574.0,574.0,-7.0,28167
109,2023-06-27,2330,22447417,12847067878,570.0,575.0,569.0,572.0,-2.0,20736
110,2023-06-28,2330,18684508,10734873692,579.0,579.0,571.0,574.0,2.0,15939
111,2023-06-29,2330,18046268,10372330946,578.0,580.0,570.0,573.0,-1.0,17649
112,2023-06-30,2330,33830922,19401712736,570.0,576.0,568.0,576.0,3.0,20529
113,2023-07-03,2330,15118041,8743824984,578.0,580.0,576.0,579.0,3.0,15659
114,2023-07-04,2330,17777363,10361905547,585.0,585.0,580.0,585.0,6.0,18848
115,2023-07-05,2330,15553503,9060750346,589.0,589.0,579.0,582.0,-3.0,16504
116,2023-07-06,2330,32069711,18234491768,573.0,574.0,565.0,565.0,-17.0,60108
117,2023-07-07,2330,19858943,11244712238,565.0,572.0,563.0,565.0,0.0,21855
118,2023-07-10,2330,18996089,10794393087,567.0,573.0,565.0,565.0,0.0,17792
119,2023-07-11,2330,18566571,10665245909,574.0,577.0,570.0,577.0,12.0,17795
120,2023-07-12,2330,16220006,9338600582,574.0,578.0,572.0,578.0,1.0,14426
121,2023-07-13,2330,26878397,15790086719,587.0,590.0,585.0,585.0,7.0,32540
122,2023-07-14,2330,24381177,14372679526,589.0,591.0,587.0,591.0,6.0,26789
123,2023-07-17,2330,14311753,8428551949,588.0,591.0,587.0,591.0,0.0,18226
124,2023-07-18,2330,22022410,12866196578,587.0,588.0,580.0,581.0,-10.0,31079
125,2023-07-19,2330,24909638,14517904258,584.0,587.0,579.0,581.0,0.0,20069
126,2023-07-20,2330,15676734,9102325307,580.0,584.0,578.0,579.0,-2.0,19382
127,2023-07-21,2330,52275128,29291080481,560.0,563.0,557.0,560.0,-19.0,86810
128,2023-07-24,2330,27656825,15469188055,557.0,563.0,557.0,558.0,-2.0,30269
129,2023-07-25,2330,22767807,12899067927,561.0,569.0,561.0,569.0,11.0,21119
130,2023-07-26,2330,15147698,8586520667,569.0,571.0,563.0,566.0,-3.0,21679
131,2023-07-27,2330,13004888,7396939592,570.0,570.0,566.0,569.0,3.0,12672
132,2023-07-28,2330,19009675,10814265557,569.0,573.0,565.0,567.0,-2.0,19313
133,2023-07-31,2330,28409339,16044638425,575.0,575.0,560.0,565.0,-2.0,28425
134,2023-08-01,2330,18916866,10711815419,565.0,568.0,564.0,567.0,2.0,13827
135,2023-08-02,2330,34495766,19394908189,567.0,569.0,558.0,561.0,-6.0,34408
136,2023-08-04,2330,29320685,16266624892,556.0,560.0,552.0,554.0,-7.0,47739
137,2023-08-07,2330,15607870,8719529904,558.0,561.0,556.0,558.0,4.0,13239
138,2023-08-08,2330,21167596,11708530913,558.0,558.0,551.0,552.0,-6.0,33867
139,2023-08-09,2330,15088059,8355524852,550.0,557.0,550.0,554.0,2.0,14590
140,2023-08-10,2330,18884431,10418779108,552.0,554.0,550.0,551.0,-3.0,21572
141,2023-08-11,2330,24816095,13663661565,556.0,558.0,546.0,546.0,-5.0,33682
142,2023-08-14,2330,24728477,13344853868,540.0,543.0,537.0,541.0,-5.0,44024
143,2023-08-15,2330,16341396,8859336259,543.0,545.0,540.0,542.0,1.0,20787
144,2023-08-16,2330,29612963,15981443678,541.0,543.0,536.0,542.0,0.0,44555
145,2023-08-17,2330,24070209,13048399357,540.0,546.0,537.0,544.0,2.0,18167
146,2023-08-18,2330,19582982,10591633376,540.0,544.0,539.0,539.0,-5.0,21346
147,2023-08-21,2330,18313588,9840509268,544.0,544.0,534.0,537.0,-2.0,33922
148,2023-08-22,2330,14853796,8041168413,544.0,544.0,538.0,541.0,4.0,13606
149,2023-08-23,2330,21701684,11920663477,546.0,552.0,544.0,552.0,11.0,21521
150,2023-08-24,2330,24409517,13715472727,563.0,564.0,558.0,564.0,12.0,28550
151,2023-08-25,2330,25782760,14141567044,549.0,551.0,546.0,546.0,-18.0,42456
152,2023-08-28,2330,9384631,5166103257,547.0,553.0,547.0,549.0,3.0,11096
153,2023-08-29,2330,10969386,6035376093,551.0,553.0,546.0,552.0,3.0,11040
154,2023-08-30,2330,18674649,10396527428,558.0,560.0,554.0,555.0,3.0,14916
155,2023-08-31,2330,47265347,25978808976,553.0,556.0,548.0,549.0,-6.0,19831
156,2023-09-01,2330,15194921,8331995536,543.0,553.0,543.0,548.0,-1.0,12739
157,2023-09-04,2330,9772925,5412329762,549.0,557.0,549.0,557.0,9.0,12158
158,2023-09-05,2330,14337041,7911531475,553.0,555.0,550.0,552.0,-5.0,13714
159,2023-09-06,2330,14442757,7972706415,556.0,556.0,550.0,550.0,-2.0,12752
160,2023-09-07,2330,22610385,12305542681,546.0,548.0,542.0,542.0,-8.0,41564
161,2023-09-08,2330,16702110,8980038278,535.0,540.0,535.0,539.0,-3.0,36672
162,2023-09-11,2330,15540773,8348107210,539.0,540.0,536.0,536.0,-3.0,31155
163,2023-09-12,2330,17135765,9268673682,536.0,545.0,536.0,544.0,8.0,20545
164,2023-09-13,2330,16836487,9146776791,545.0,548.0,541.0,541.0,-3.0,18111
165,2023-09-14,2330,18377284,10058129685,544.0,550.0,543.0,550.0,0.0,19037
166,2023-09-15,2330,44681949,24818735444,549.0,558.0,547.0,558.0,8.0,18023
167,2023-09-18,2330,40148161,21843932948,548.0,549.0,540.0,540.0,-18.0,58958
168,2023-09-19,2330,21099739,11374956906,539.0,543.0,538.0,538.0,-2.0,45323
169,2023-09-20,2330,28098535,15065407249,536.0,538.0,535.0,535.0,-3.0,50355
170,2023-09-21,2330,35984810,19006048743,530.0,531.0,526.0,527.0,-8.0,96356
171,2023-09-22,2330,33499481,17519111007,523.0,525.0,522.0,522.0,-5.0,68488
172,2023-09-25,2330,20583374,10814706278,522.0,529.0,522.0,525.0,3.0,23438
173,2023-09-26,2330,29064997,15130935931,521.0,524.0,519.0,519.0,-6.0,66748
174,2023-09-27,2330,18655088,9709749290,517.0,523.0,516.0,522.0,3.0,22249
175,2023-09-28,2330,28350350,14826254349,523.0,525.0,520.0,523.0,1.0,20589
176,2023-10-02,2330,26891996,14300676237,530.0,534.0,528.0,533.0,10.0,23151
177,2023-10-03,2330,17601440,9335110434,528.0,533.0,528.0,529.0,-4.0,17430
178,2023-10-04,2330,29808729,15519741014,521.0,523.0,519.0,520.0,-9.0,49176
179,2023-10-05,2330,25749184,13563941939,523.0,529.0,523.0,528.0,8.0,19027
180,2023-10-06,2330,16160314,8587684448,530.0,533.0,529.0,532.0,4.0,14047
181,2023-10-11,2330,61670562,33477968593,542.0,544.0,540.0,544.0,12.0,43385
182,2023-10-12,2330,36350241,19916786786,545.0,550.0,544.0,550.0,6.0,35333
183,2023-10-13,2330,34704924,19128100250,550.0,554.0,548.0,553.0,3.0,31159
184,2023-10-16,2330,21867048,11909042136,546.0,547.0,542.0,545.0,-8.0,21225
185,2023-10-17,2330,19462529,10712565922,550.0,552.0,548.0,551.0,6.0,19538
186,2023-10-18,2330,28848123,15664232734,549.0,549.0,540.0,540.0,-11.0,27159
187,2023-10-19,2330,26999255,14717458172,540.0,548.0,540.0,546.0,6.0,18309
188,2023-10-20,2330,49143932,27116129760,549.0,556.0,546.0,556.0,10.0,41402
189,2023-10-23,2330,24172637,13193058890,552.0,553.0,543.0,544.0,-12.0,23393
190,2023-10-24,2330,15761516,8562488660,543.0,546.0,540.0,544.0,0.0,15637
191,2023-10-25,2330,17137199,9371422161,544.0,551.0,544.0,544.0,0.0,12233
192,2023-10-26,2330,31682955,16851704175,530.0,535.0,530.0,531.0,-13.0,45750
193,2023-10-27,2330,17050787,9094404470,534.0,536.0,532.0,533.0,2.0,14773
194,2023-10-30,2330,23299422,12374705789,531.0,534.0,528.0,532.0,-1.0,24536
195,2023-10-31,2330,28073280,14873552534,535.0,535.0,527.0,529.0,-3.0,32067
196,2023-11-01,2330,14028881,7432561094,533.0,533.0,527.0,528.0,-1.0,15452
197,2023-11-02,2330,31075778,16846430251,536.0,547.0,535.0,547.0,19.0,32075
198,2023-11-03,2330,16673456,9129495705,547.0,549.0,545.0,549.0,2.0,17911
199,2023-11-06,2330,31297186,17321453879,553.0,556.0,550.0,550.0,1.0,32684
200,2023-11-07,2330,16990175,9406486499,552.0,555.0,550.0,555.0,5.0,15356
201,2023-11-08,2330,16780331,9308096586,550.0,557.0,550.0,556.0,1.0,17845
202,2023-11-09,2330,13649525,7577883144,551.0,557.0,551.0,557.0,1.0,12731
203,2023-11-10,2330,14105575,7841514218,555.0,557.0,554.0,557.0,0.0,15342
204,2023-11-13,2330,46556047,26712320428,579.0,580.0,571.0,571.0,14.0,51281
205,2023-11-14,2330,25366980,14553766501,576.0,576.0,571.0,572.0,1.0,29653
206,2023-11-15,2330,53122455,30807985243,583.0,583.0,575.0,581.0,9.0,56108
207,2023-11-16,2330,31059487,18056972159,581.0,583.0,578.0,583.0,2.0,25771
208,2023-11-17,2330,22878229,13295351545,579.0,583.0,579.0,580.0,-3.0,22517
209,2023-11-20,2330,26606128,15343389700,576.0,579.0,575.0,577.0,-3.0,21159
210,2023-11-21,2330,39880714,23286785359,582.0,585.0,581.0,585.0,8.0,35442
211,2023-11-22,2330,23922047,13783944507,576.0,579.0,574.0,577.0,-8.0,31701
212,2023-11-23,2330,15143501,8714906968,574.0,578.0,574.0,578.0,1.0,15621
213,2023-11-24,2330,12503334,7192811445,577.0,578.0,574.0,575.0,-3.0,12961
214,2023-11-27,2330,20321872,11598721713,573.0,577.0,568.0,568.0,-7.0,28620
215,2023-11-28,2330,26932029,15393289150,565.0,576.0,565.0,575.0,7.0,17693
216,2023-11-29,2330,27786565,15937354487,578.0,579.0,570.0,574.0,-1.0,23135
217,2023-11-30,2330,54365027,31284297816,576.0,577.0,570.0,577.0,3.0,18807
218,2023-12-01,2330,28797795,16600169332,573.0,579.0,573.0,579.0,2.0,18507
219,2023-12-04,2330,29424299,16917950637,582.0,582.0,571.0,574.0,-5.0,23004
220,2023-12-05,2330,27355530,15570195609,571.0,572.0,567.0,570.0,-4.0,26933
221,2023-12-06,2330,23116422,13197098680,568.0,575.0,568.0,570.0,0.0,15802
222,2023-12-07,2330,24259384,13786125780,570.0,573.0,566.0,566.0,-4.0,26821
223,2023-12-08,2330,39243978,22520643109,574.0,577.0,570.0,570.0,4.0,23505
224,2023-12-11,2330,29204446,16730528425,572.0,575.0,570.0,574.0,4.0,19353
225,2023-12-12,2330,32856787,19003744361,580.0,581.0,575.0,578.0,4.0,22572
226,2023-12-13,2330,24327758,14033215240,576.0,579.0,576.0,577.0,-1.0,18524
227,2023-12-14,2330,40580966,23556973793,581.0,582.0,579.0,582.0,0.0,33409
228,2023-12-15,2330,58693166,34304458160,585.0,586.0,580.0,585.0,3.0,35791
229,2023-12-18,2330,26938728,15672718097,579.0,585.0,577.0,585.0,0.0,22094
230,2023-12-19,2330,30591879,17885392353,588.0,588.0,580.0,585.0,0.0,21981
231,2023-12-20,2330,38628249,22578626040,587.0,587.0,583.0,585.0,0.0,25685
232,2023-12-21,2330,26007263,14995966443,577.0,579.0,575.0,577.0,-8.0,33077
233,2023-12-22,2330,19328302,11226845287,582.0,582.0,579.0,582.0,5.0,14330
234,2023-12-25,2330,9994163,5820235840,582.0,585.0,580.0,581.0,-1.0,12786
235,2023-12-26,2330,17033926,9963615754,583.0,586.0,582.0,586.0,5.0,22883
236,2023-12-27,2330,34750958,20491144772,587.0,592.0,586.0,592.0,6.0,37372
237,2023-12-28,2330,27152352,16064106365,592.0,593.0,589.0,593.0,1.0,26497
238,2023-12-29,2330,20155619,11931171966,589.0,593.0,589.0,593.0,0.0,20081
