,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
309,2023-04-19,2330,23209923,11881404238,517.0,518.0,509.0,510.0,-5.0,43281
310,2023-04-20,2330,21002685,10780268259,512.0,516.0,510.0,513.0,3.0,16627
311,2023-04-21,2330,25440179,13103618008,520.0,520.0,510.0,511.0,-2.0,22738
312,2023-04-24,2330,17579661,8903570323,505.0,510.0,504.0,507.0,-4.0,31635
313,2023-04-25,2330,40916105,20495640143,504.0,505.0,498.0,498.0,-9.0,92009
314,2023-04-26,2330,33174539,16353670134,498.0,498.5,491.0,491.5,-6.5,58580
315,2023-04-27,2330,34149043,16816693302,491.0,495.0,489.0,493.5,2.0,47699
316,2023-04-28,2330,38812949,19433015577,498.5,502.0,498.0,502.0,8.5,23746
317,2023-05-02,2330,17142380,8572554842,500.0,502.0,496.5,501.0,-1.0,18247
318,2023-05-03,2330,12694698,6305914905,496.0,498.0,495.0,496.0,-5.0,25658
319,2023-05-04,2330,13699933,6818128036,497.0,499.5,496.0,498.0,2.0,14801
320,2023-05-05,2330,7898012,3949232374,500.0,502.0,498.5,500.0,2.0,10944
321,2023-05-08,2330,11737287,5932968954,509.0,509.0,502.0,504.0,4.0,13709
322,2023-05-09,2330,18762778,9530653802,507.0,510.0,505.0,510.0,6.0,17452
323,2023-05-10,2330,19385820,9753130414,508.0,508.0,500.0,503.0,-7.0,26320
324,2023-05-11,2330,13775130,6894746011,506.0,506.0,498.5,499.0,-4.0,20237
325,2023-05-12,2330,20746928,10313384387,496.0,500.0,495.0,496.0,-3.0,27989
326,2023-05-15,2330,15548031,7721867966,497.0,499.5,494.5,495.5,-0.5,16896
327,2023-05-16,2330,24052785,12131536763,503.0,508.0,500.0,505.0,9.5,22355
328,2023-05-17,2330,44352410,22870340267,508.0,521.0,506.0,519.0,14.0,52663
329,2023-05-18,2330,46107848,24437734052,533.0,536.0,526.0,530.0,11.0,50359
330,2023-05-19,2330,34742592,18476363730,535.0,535.0,529.0,532.0,2.0,39104
331,2023-05-22,2330,19037508,10100912410,532.0,533.0,529.0,531.0,-1.0,18796
332,2023-05-23,2330,20126817,10638352410,530.0,531.0,525.0,530.0,-1.0,15826
333,2023-05-24,2330,22621221,11888325332,527.0,528.0,524.0,525.0,-5.0,16339
334,2023-05-25,2330,68360924,36976525917,542.0,545.0,537.0,543.0,18.0,80930
335,2023-05-26,2330,104924623,59322536825,568.0,568.0,563.0,566.0,23.0,131612
336,2023-05-29,2330,58813792,33454887785,574.0,574.0,564.0,568.0,2.0,52250
337,2023-05-30,2330,47490594,26861389177,566.0,568.0,563.0,566.0,-2.0,32956
338,2023-05-31,2330,90675529,50573324515,560.0,562.0,551.0,558.0,-8.0,39679
339,2023-06-01,2330,25257673,13920836412,550.0,554.0,550.0,551.0,-7.0,25441
340,2023-06-02,2330,34705102,19460144774,559.0,564.0,557.0,562.0,11.0,30644
341,2023-06-05,2330,17483804,9730882750,560.0,560.0,555.0,555.0,-7.0,20211
342,2023-06-06,2330,21562088,12043550635,554.0,562.0,553.0,560.0,5.0,15551
343,2023-06-07,2330,29091913,16449319451,561.0,568.0,560.0,568.0,8.0,29548
344,2023-06-08,2330,25250687,14190442437,562.0,568.0,555.0,559.0,-9.0,27238
345,2023-06-09,2330,19776199,11160654540,561.0,566.0,561.0,565.0,6.0,16713
346,2023-06-12,2330,28656646,16431644333,574.0,574.0,571.0,574.0,9.0,38130
347,2023-06-13,2330,62671781,37077358748,593.0,594.0,589.0,593.0,19.0,84903
348,2023-06-14,2330,25981992,15311616372,590.0,591.0,587.0,590.0,-3.0,28171
349,2023-06-15,2330,29868798,17618169127,590.0,593.0,587.0,591.0,0.0,28303
350,2023-06-16,2330,41560389,24417862365,590.0,590.0,584.0,589.0,-2.0,27450
351,2023-06-19,2330,14883308,8682282040,583.0,585.0,582.0,583.0,-6.0,18979
352,2023-06-20,2330,17013418,9902274410,579.0,585.0,579.0,583.0,0.0,17658
353,2023-06-21,2330,23718735,13782152333,582.0,585.0,578.0,581.0,-2.0,25132
354,2023-06-26,2330,29870090,17192208130,576.0,578.0,574.0,574.0,-7.0,28167
355,2023-06-27,2330,22447417,12847067878,570.0,575.0,569.0,572.0,-2.0,20736
356,2023-06-28,2330,18684508,10734873692,579.0,579.0,571.0,574.0,2.0,15939
357,2023-06-29,2330,18046268,10372330946,578.0,580.0,570.0,573.0,-1.0,17649
358,2023-06-30,2330,33830922,19401712736,570.0,576.0,568.0,576.0,3.0,20529
359,2023-07-03,2330,15118041,8743824984,578.0,580.0,576.0,579.0,3.0,15659
360,2023-07-04,2330,17777363,10361905547,585.0,585.0,580.0,585.0,6.0,18848
361,2023-07-05,2330,15553503,9060750346,589.0,589.0,579.0,582.0,-3.0,16504
362,2023-07-06,2330,32069711,18234491768,573.0,574.0,565.0,565.0,-17.0,60108
363,2023-07-07,2330,19858943,11244712238,565.0,572.0,563.0,565.0,0.0,21855
364,2023-07-10,2330,18996089,10794393087,567.0,573.0,565.0,565.0,0.0,17792
365,2023-07-11,2330,18566571,10665245909,574.0,577.0,570.0,577.0,12.0,17795
366,2023-07-12,2330,16220006,9338600582,574.0,578.0,572.0,578.0,1.0,14426
367,2023-07-13,2330,26878397,15790086719,587.0,590.0,585.0,585.0,7.0,32540
368,2023-07-14,2330,24381177,14372679526,589.0,591.0,587.0,591.0,6.0,26789
369,2023-07-17,2330,14311753,8428551949,588.0,591.0,587.0,591.0,0.0,18226
370,2023-07-18,2330,22022410,12866196578,587.0,588.0,580.0,581.0,-10.0,31079
371,2023-07-19,2330,24909638,14517904258,584.0,587.0,579.0,581.0,0.0,20069
372,2023-07-20,2330,15676734,9102325307,580.0,584.0,578.0,579.0,-2.0,19382
373,2023-07-21,2330,52275128,29291080481,560.0,563.0,557.0,560.0,-19.0,86810
374,2023-07-24,2330,27656825,15469188055,557.0,563.0,557.0,558.0,-2.0,30269
375,2023-07-25,2330,22767807,12899067927,561.0,569.0,561.0,569.0,11.0,21119
376,2023-07-26,2330,15147698,8586520667,569.0,571.0,563.0,566.0,-3.0,21679
377,2023-07-27,2330,13004888,7396939592,570.0,570.0,566.0,569.0,3.0,12672
378,2023-07-28,2330,19009675,10814265557,569.0,573.0,565.0,567.0,-2.0,19313
379,2023-07-31,2330,28409339,16044638425,575.0,575.0,560.0,565.0,-2.0,28425
380,2023-08-01,2330,18916866,10711815419,565.0,568.0,564.0,567.0,2.0,13827
381,2023-08-02,2330,34495766,19394908189,567.0,569.0,558.0,561.0,-6.0,34408
382,2023-08-04,2330,29320685,16266624892,556.0,560.0,552.0,554.0,-7.0,47739
383,2023-08-07,2330,15607870,8719529904,558.0,561.0,556.0,558.0,4.0,13239
384,2023-08-08,2330,21167596,11708530913,558.0,558.0,551.0,552.0,-6.0,33867
385,2023-08-09,2330,15088059,8355524852,550.0,557.0,550.0,554.0,2.0,14590
386,2023-08-10,2330,18884431,10418779108,552.0,554.0,550.0,551.0,-3.0,21572
387,2023-08-11,2330,24816095,13663661565,556.0,558.0,546.0,546.0,-5.0,33682
388,2023-08-14,2330,24728477,13344853868,540.0,543.0,537.0,541.0,-5.0,44024
389,2023-08-15,2330,16341396,8859336259,543.0,545.0,540.0,542.0,1.0,20787
390,2023-08-16,2330,29612963,15981443678,541.0,543.0,536.0,542.0,0.0,44555
391,2023-08-17,2330,24070209,13048399357,540.0,546.0,537.0,544.0,2.0,18167
392,2023-08-18,2330,19582982,10591633376,540.0,544.0,539.0,539.0,-5.0,21346
393,2023-08-21,2330,18313588,9840509268,544.0,544.0,534.0,537.0,-2.0,33922
394,2023-08-22,2330,14853796,8041168413,544.0,544.0,538.0,541.0,4.0,13606
395,2023-08-23,2330,21701684,11920663477,546.0,552.0,544.0,552.0,11.0,21521
396,2023-08-24,2330,24409517,13715472727,563.0,564.0,558.0,564.0,12.0,28550
397,2023-08-25,2330,25782760,14141567044,549.0,551.0,546.0,546.0,-18.0,42456
398,2023-08-28,2330,9384631,5166103257,547.0,553.0,547.0,549.0,3.0,11096
399,2023-08-29,2330,10969386,6035376093,551.0,553.0,546.0,552.0,3.0,11040
400,2023-08-30,2330,18674649,10396527428,558.0,560.0,554.0,555.0,3.0,14916
401,2023-08-31,2330,47265347,25978808976,553.0,556.0,548.0,549.0,-6.0,19831
402,2023-09-01,2330,15194921,8331995536,543.0,553.0,543.0,548.0,-1.0,12739
403,2023-09-04,2330,9772925,5412329762,549.0,557.0,549.0,557.0,9.0,12158
404,2023-09-05,2330,14337041,7911531475,553.0,555.0,550.0,552.0,-5.0,13714
405,2023-09-06,2330,14442757,7972706415,556.0,556.0,550.0,550.0,-2.0,12752
406,2023-09-07,2330,22610385,12305542681,546.0,548.0,542.0,542.0,-8.0,41564
407,2023-09-08,2330,16702110,8980038278,535.0,540.0,535.0,539.0,-3.0,36672
408,2023-09-11,2330,15540773,8348107210,539.0,540.0,536.0,536.0,-3.0,31155
409,2023-09-12,2330,17135765,9268673682,536.0,545.0,536.0,544.0,8.0,20545
410,2023-09-13,2330,16836487,9146776791,545.0,548.0,541.0,541.0,-3.0,18111
411,2023-09-14,2330,18377284,10058129685,544.0,550.0,543.0,550.0,0.0,19037
412,2023-09-15,2330,44681949,24818735444,549.0,558.0,547.0,558.0,8.0,18023
413,2023-09-18,2330,40148161,21843932948,548.0,549.0,540.0,540.0,-18.0,58958
414,2023-09-19,2330,21099739,11374956906,539.0,543.0,538.0,538.0,-2.0,45323
415,2023-09-20,2330,28098535,15065407249,536.0,538.0,535.0,535.0,-3.0,50355
416,2023-09-21,2330,35984810,19006048743,530.0,531.0,526.0,527.0,-8.0,96356
417,2023-09-22,2330,33499481,17519111007,523.0,525.0,522.0,522.0,-5.0,68488
418,2023-09-25,2330,20583374,10814706278,522.0,529.0,522.0,525.0,3.0,23438
419,2023-09-26,2330,29064997,15130935931,521.0,524.0,519.0,519.0,-6.0,66748
420,2023-09-27,2330,18655088,9709749290,517.0,523.0,516.0,522.0,3.0,22249
421,2023-09-28,2330,28350350,14826254349,523.0,525.0,520.0,523.0,1.0,20589
422,2023-10-02,2330,26891996,14300676237,530.0,534.0,528.0,533.0,10.0,23151
423,2023-10-03,2330,17601440,9335110434,528.0,533.0,528.0,529.0,-4.0,17430
424,2023-10-04,2330,29808729,15519741014,521.0,523.0,519.0,520.0,-9.0,49176
425,2023-10-05,2330,25749184,13563941939,523.0,529.0,523.0,528.0,8.0,19027
426,2023-10-06,2330,16160314,8587684448,530.0,533.0,529.0,532.0,4.0,14047
427,2023-10-11,2330,61670562,33477968593,542.0,544.0,540.0,544.0,12.0,43385
428,2023-10-12,2330,36350241,19916786786,545.0,550.0,544.0,550.0,6.0,35333
429,2023-10-13,2330,34704924,19128100250,550.0,554.0,548.0,553.0,3.0,31159
430,2023-10-16,2330,21867048,11909042136,546.0,547.0,542.0,545.0,-8.0,21225
431,2023-10-17,2330,19462529,10712565922,550.0,552.0,548.0,551.0,6.0,19538
432,2023-10-18,2330,28848123,15664232734,549.0,549.0,540.0,540.0,-11.0,27159
433,2023-10-19,2330,26999255,14717458172,540.0,548.0,540.0,546.0,6.0,18309
434,2023-10-20,2330,49143932,27116129760,549.0,556.0,546.0,556.0,10.0,41402
435,2023-10-23,2330,24172637,13193058890,552.0,553.0,543.0,544.0,-12.0,23393
436,2023-10-24,2330,15761516,8562488660,543.0,546.0,540.0,544.0,0.0,15637
437,2023-10-25,2330,17137199,9371422161,544.0,551.0,544.0,544.0,0.0,12233
438,2023-10-26,2330,31682955,16851704175,530.0,535.0,530.0,531.0,-13.0,45750
439,2023-10-27,2330,17050787,9094404470,534.0,536.0,532.0,533.0,2.0,14773
440,2023-10-30,2330,23299422,12374705789,531.0,534.0,528.0,532.0,-1.0,24536
441,2023-10-31,2330,28073280,14873552534,535.0,535.0,527.0,529.0,-3.0,32067
442,2023-11-01,2330,14028881,7432561094,533.0,533.0,527.0,528.0,-1.0,15452
443,2023-11-02,2330,31075778,16846430251,536.0,547.0,535.0,547.0,19.0,32075
444,2023-11-03,2330,16673456,9129495705,547.0,549.0,545.0,549.0,2.0,17911
445,2023-11-06,2330,31297186,17321453879,553.0,556.0,550.0,550.0,1.0,32684
446,2023-11-07,2330,16990175,9406486499,552.0,555.0,550.0,555.0,5.0,15356
447,2023-11-08,2330,16780331,9308096586,550.0,557.0,550.0,556.0,1.0,17845
448,2023-11-09,2330,13649525,7577883144,551.0,557.0,551.0,557.0,1.0,12731
449,2023-11-10,2330,14105575,7841514218,555.0,557.0,554.0,557.0,0.0,15342
450,2023-11-13,2330,46556047,26712320428,579.0,580.0,571.0,571.0,14.0,51281
451,2023-11-14,2330,25366980,14553766501,576.0,576.0,571.0,572.0,1.0,29653
452,2023-11-15,2330,53122455,30807985243,583.0,583.0,575.0,581.0,9.0,56108
453,2023-11-16,2330,31059487,18056972159,581.0,583.0,578.0,583.0,2.0,25771
454,2023-11-17,2330,22878229,13295351545,579.0,583.0,579.0,580.0,-3.0,22517
455,2023-11-20,2330,26606128,15343389700,576.0,579.0,575.0,577.0,-3.0,21159
456,2023-11-21,2330,39880714,23286785359,582.0,585.0,581.0,585.0,8.0,35442
457,2023-11-22,2330,23922047,13783944507,576.0,579.0,574.0,577.0,-8.0,31701
458,2023-11-23,2330,15143501,8714906968,574.0,578.0,574.0,578.0,1.0,15621
459,2023-11-24,2330,12503334,7192811445,577.0,578.0,574.0,575.0,-3.0,12961
460,2023-11-27,2330,20321872,11598721713,573.0,577.0,568.0,568.0,-7.0,28620
461,2023-11-28,2330,26932029,15393289150,565.0,576.0,565.0,575.0,7.0,17693
462,2023-11-29,2330,27786565,15937354487,578.0,579.0,570.0,574.0,-1.0,23135
463,2023-11-30,2330,54365027,31284297816,576.0,577.0,570.0,577.0,3.0,18807
464,2023-12-01,2330,28797795,16600169332,573.0,579.0,573.0,579.0,2.0,18507
465,2023-12-04,2330,29424299,16917950637,582.0,582.0,571.0,574.0,-5.0,23004
466,2023-12-05,2330,27355530,15570195609,571.0,572.0,567.0,570.0,-4.0,26933
467,2023-12-06,2330,23116422,13197098680,568.0,575.0,568.0,570.0,0.0,15802
468,2023-12-07,2330,24259384,13786125780,570.0,573.0,566.0,566.0,-4.0,26821
469,2023-12-08,2330,39243978,22520643109,574.0,577.0,570.0,570.0,4.0,23505
470,2023-12-11,2330,29204446,16730528425,572.0,575.0,570.0,574.0,4.0,19353
471,2023-12-12,2330,32856787,19003744361,580.0,581.0,575.0,578.0,4.0,22572
472,2023-12-13,2330,24327758,14033215240,576.0,579.0,576.0,577.0,-1.0,18524
473,2023-12-14,2330,40580966,23556973793,581.0,582.0,579.0,582.0,0.0,33409
474,2023-12-15,2330,58693166,34304458160,585.0,586.0,580.0,585.0,3.0,35791
475,2023-12-18,2330,26938728,15672718097,579.0,585.0,577.0,585.0,0.0,22094
476,2023-12-19,2330,30591879,17885392353,588.0,588.0,580.0,585.0,0.0,21981
477,2023-12-20,2330,38628249,22578626040,587.0,587.0,583.0,585.0,0.0,25685
478,2023-12-21,2330,26007263,14995966443,577.0,579.0,575.0,577.0,-8.0,33077
479,2023-12-22,2330,19328302,11226845287,582.0,582.0,579.0,582.0,5.0,14330
480,2023-12-25,2330,9994163,5820235840,582.0,585.0,580.0,581.0,-1.0,12786
481,2023-12-26,2330,17033926,9963615754,583.0,586.0,582.0,586.0,5.0,22883
482,2023-12-27,2330,34750958,20491144772,587.0,592.0,586.0,592.0,6.0,37372
483,2023-12-28,2330,27152352,16064106365,592.0,593.0,589.0,593.0,1.0,26497
484,2023-12-29,2330,20155619,11931171966,589.0,593.0,589.0,593.0,0.0,20081
